204,M,182
205,M,186
206,M,205
207,F,160
208,F,169
209,M,181
210,F,175
211,M,181
212,F,152
213,F,174
214,M,174
215,F,167
216,F,153
217,M,174
218,M,174
219,F,154
220,F,163
221,M,180
222,F,165
223,M,160
224,M,195
225,F,162
226,F,144
227,F,159
228,M,187
229,F,142
230,F,158
231,M,186
232,M,168
233,M,160
234,M,173
235,F,169
236,F,155
237,F,153
238,M,195
239,F,166
240,F,155
241,M,185
242,M,186
243,M,192
244,F,155
245,M,174
246,F,171
247,F,154
248,M,197
249,M,181
250,M,172
251,M,175
252,M,167
253,M,185
254,F,158
255,F,171
256,M,181
257,F,159
258,F,154
259,F,154
260,F,151
261,M,196
262,M,169
263,M,185
264,M,181
265,F,154
266,F,180
267,F,169
268,F,167
269,F,164
270,F,169
271,M,187
272,F,169
273,M,178
274,M,193
275,M,191
276,M,193
277,F,153
278,M,190
279,M,176
280,F,160
281,M,175
282,M,188
283,F,153
284,F,165
285,M,211
286,F,155
287,F,162
288,F,157
289,M,175
290,M,171
291,M,174
292,F,164
293,M,193
294,F,151
295,M,189
296,F,164
297,M,161
298,M,173
299,M,169
300,M,198
301,F,141
302,F,158
303,F,160
304,F,158
305,F,173
306,M,188
307,M,188
308,M,177
309,F,145
310,M,175
311,M,181
312,F,145
313,F,146
314,M,168
315,M,192
316,F,163
317,M,167
318,F,162
319,F,169
320,F,153
321,M,190
322,F,149
323,F,165
324,F,154
325,F,164
326,F,155
327,F,150
328,M,191
329,M,168
330,F,146
331,M,191
332,M,173
333,M,175
334,F,153
335,M,173
336,M,176
337,M,189
338,M,187
339,F,153
340,M,195
341,F,171
342,M,182
343,F,166
344,F,169
345,M,184
346,F,158
347,F,152
348,F,165
349,M,173
350,F,163
351,M,208
352,F,148
353,M,174
354,F,169
355,F,152
356,F,172
357,M,173
358,F,161
359,M,205
360,F,152
361,F,157
362,M,198
363,M,174
364,F,172
365,F,159
366,F,154
367,M,179
368,M,169
369,M,195
370,M,179
371,F,167
372,M,190
373,F,147
374,F,161
375,M,179
376,M,176
377,F,160
378,M,192
379,M,181
380,M,170
381,F,164
382,F,145
383,M,166
384,F,151
385,M,190
386,F,155
387,M,177
388,F,173
389,F,176
390,F,154
391,F,177
392,F,167
393,M,186
394,M,161
395,F,161
396,M,173
397,F,157
398,M,174
399,M,189
400,F,164
401,F,155
402,M,190
403,F,160
404,F,160
405,F,151
406,M,183
407,F,162
408,M,178
409,M,172
410,M,177
411,M,192
412,F,149
413,M,164
414,F,145
415,F,154
416,F,163
417,M,175
418,M,179
419,F,160
420,F,163
421,M,182
422,F,161
423,M,168
424,F,159
425,F,156
426,M,188
427,F,160
428,M,187
429,M,197
430,M,175
431,M,180
432,M,173
433,M,184
434,F,184
435,M,174
436,M,185
437,M,186
438,F,149
439,F,145
440,M,186
441,F,171
442,M,176
443,F,155
444,M,165
445,M,177
446,M,191
447,F,153
448,F,159
449,F,146
450,M,167
451,F,159
452,M,156
453,M,178
454,F,164
455,M,190
456,M,177
457,F,168
458,F,159
459,M,173
460,F,152
461,F,156
462,F,158
463,F,147
464,F,161
465,M,190
466,M,179
467,M,174
468,M,200
469,M,178
470,F,151
471,F,164
472,M,172
473,M,166
474,M,170
475,M,156
476,M,175
477,F,162
478,F,170
479,F,156
480,M,181
481,M,202
482,M,180
483,M,184
484,F,165
485,F,152
486,F,165
487,F,182
488,F,167
489,F,157
490,M,188
491,M,171
492,M,177
493,M,182
494,F,150
495,M,187
496,M,176
497,M,180
498,M,172
499,M,178
500,M,191
501,F,171
502,M,189
503,F,161
504,M,166
505,F,184
506,F,158
507,F,149
508,F,161
509,F,151
510,F,177
511,F,174
512,M,181
513,F,152
514,F,142
515,M,191
516,F,165
517,F,136
518,F,144
519,F,156
520,M,186
521,M,177
522,F,161
523,F,137
524,M,160
525,F,165
526,F,158
527,F,164
528,F,167
529,F,160
530,M,190
531,F,163
532,M,185
533,F,171
534,M,166
535,F,148
536,F,159
537,M,186
538,F,152
539,M,164
540,F,166
541,M,179
542,M,182
543,F,164
544,M,157
545,M,180
546,F,158
547,M,175
548,M,183
549,F,150
550,F,147
551,M,187
552,F,161
553,M,180
554,F,166
555,F,153
556,M,184
557,F,168
558,F,161
559,M,172
560,F,128
561,M,197
562,M,190
563,M,178
564,M,185
565,M,158
566,F,159
567,F,160
568,M,177
569,M,181
570,M,174
571,M,168
572,F,150
573,M,195
574,M,175
575,M,185
576,M,181
577,M,181
578,F,150
579,M,179
580,F,155
581,M,191
582,F,180
583,M,185
584,F,161
585,M,194
586,F,164
587,M,171
588,F,154
589,M,189
590,F,152
591,M,187
592,M,177
593,F,163
594,M,195
595,M,168
596,F,161
597,M,167
598,M,179
599,F,159
600,F,165
601,F,169
602,M,177
603,F,171
604,M,155
605,F,163
606,F,155
607,F,153
608,F,144
609,M,178
610,F,152
611,M,171
612,F,173
613,F,175
614,M,175
615,F,164
616,F,154
617,F,175
618,M,184
619,F,167
620,M,169
621,M,198
622,F,170
623,F,150
624,F,169
625,F,159
626,M,191
627,M,175
628,M,186
629,F,157
630,M,177
631,F,142
632,F,152
633,M,162
634,F,162
635,F,162
636,F,168
637,M,183
638,M,182
639,M,191
640,M,184
641,M,205
642,M,180
643,M,175
644,M,186
645,M,167
646,M,208
647,M,174
648,M,175
649,F,167
650,M,188
651,F,159
652,F,174
653,M,179
654,F,149
655,M,180
656,M,184
657,M,184
658,M,193
659,F,148
660,M,178
661,M,178
662,M,194
663,M,186
664,F,151
665,M,191
666,M,202
667,M,172
668,M,176
669,F,157
670,M,182
671,M,206
672,M,185
673,F,170
674,F,173
675,F,142
676,F,167
677,F,180
678,F,154
679,M,186
680,F,155
681,F,158
682,F,162
683,F,155
684,M,194
685,F,159
686,M,186
687,F,172
688,F,171
689,F,146
690,M,182
691,M,190
692,M,174
693,F,163
694,F,154
695,F,147
696,M,189
697,M,170
698,F,141
699,M,198
700,M,176
701,M,186
702,M,177
703,M,166
704,M,177
705,F,155
706,M,188
707,M,175
708,M,181
709,M,172
710,F,157
711,F,160
712,F,172
713,F,160
714,F,156
715,F,164
716,F,170
717,M,186
718,F,165
719,M,171
720,F,152
721,F,163
722,F,169
723,F,161
724,F,162
725,M,179
726,F,156
727,F,152
728,F,183
729,M,179
730,M,179
731,M,180
732,F,145
733,F,175
734,M,179
735,M,169
736,M,172
737,F,156
738,M,178
739,F,161
740,M,179
741,F,146
742,F,174
743,F,161
744,F,162
745,M,204
746,F,164
747,M,183
748,F,189
749,M,176
750,M,170
751,M,175
752,F,166
753,M,193
754,M,196
755,M,173
756,M,180
757,M,184
758,F,167
759,M,187
760,F,161
761,M,165
762,F,178
763,F,166
764,F,163
765,M,182
766,M,197
767,M,176
768,M,192
769,F,148
770,F,152
771,M,176
772,F,148
773,F,160
774,M,185
775,F,148
776,M,175
777,M,171
778,M,183
779,M,164
780,M,184
781,M,169
782,F,156
783,M,202
784,M,172
785,F,170
786,M,188
787,F,155
788,F,153
789,F,165
790,M,184
791,M,188
792,M,163
793,M,196
794,F,166
795,M,164
796,M,178
797,F,186
798,F,155
799,M,195
800,F,184
801,M,173
802,F,156
803,M,185
804,F,174
805,F,153
806,M,195
807,F,160
808,F,144
809,F,165
810,M,162
811,M,180
812,M,177
813,F,163
814,M,186
815,F,160
816,M,186
817,M,194
818,M,197
819,F,148
820,F,171
821,F,156
822,F,178
823,M,179
824,M,182
825,M,187
826,F,129
827,F,169
828,F,149
829,F,160
830,M,182
831,F,160
832,M,182
833,F,131
834,M,183
835,F,164
836,F,140
837,M,182
838,F,174
839,M,178
840,F,155
841,F,172
842,F,176
843,M,181
844,F,168
845,M,176
846,M,189
847,M,173
848,F,164
849,F,148
850,F,160
851,M,188
852,F,171
853,F,165
854,F,160
855,M,157
856,M,170
857,M,187
858,M,180
859,F,153
860,M,178
861,M,195
862,F,150
863,M,178
864,M,182
865,F,161
866,F,164
867,M,188
868,F,157
869,M,165
870,M,181
871,M,181
872,M,180
873,F,153
874,M,170
875,F,138
876,F,160
877,F,176
878,F,145
879,F,150
880,F,171
881,M,183
882,M,188
883,M,181
884,M,180
885,F,162
886,M,187
887,M,191
888,F,158
889,M,187
890,F,166
891,M,186
892,M,187
893,M,168
894,F,171
895,F,170
896,F,150
897,F,156
898,F,174
899,M,183
900,F,161
901,F,159
902,F,162
903,F,174
904,M,179
905,F,161
906,F,146
907,F,157
908,F,151
909,F,151
910,M,180
911,M,192
912,M,184
913,M,172
914,M,165
915,F,144
916,M,173
917,M,160
918,F,140
919,M,186
920,M,171
921,M,199
922,F,178
923,M,178
924,M,170
925,F,158
926,F,176
927,M,181
928,M,196
929,M,183
930,M,185
931,F,161
932,M,176
933,F,162
934,F,160
935,M,175
936,M,170
937,F,161
938,M,187
939,F,152
940,F,147
941,M,167
942,M,178
943,M,184
944,M,186
945,M,193
946,M,168
947,F,179
948,F,159
949,F,160
950,M,200
951,F,169
952,M,191
953,F,175
954,F,152
955,M,156
956,F,171
957,F,153
958,F,156
959,F,147
960,F,157
961,M,176
962,F,161
963,M,191
964,F,160
965,M,165
966,M,180
967,M,186
968,F,147
969,M,185
970,F,167
971,F,152
972,M,177
973,M,175
974,F,170
975,F,151
976,M,182
977,F,169
978,M,172
979,F,147
980,M,180
981,M,173
982,F,162
983,M,175
984,M,187
985,M,169
986,F,153
987,F,154
988,M,177
989,F,170
990,M,197
991,F,175
992,F,157
993,F,154
994,F,144
995,F,163
996,F,167
997,M,188
998,F,155
999,F,166
1000,F,158
1001,F,167
1002,F,157
1003,M,170
1004,F,155
1005,M,176
1006,M,174
1007,F,164
1008,F,136
1009,M,182
1010,M,172
1011,M,171
1012,M,177
1013,F,167
1014,F,156
1015,F,172
1016,F,170
1017,M,184
1018,F,143
1019,M,167
1020,M,184
1021,M,196
1022,M,171
1023,M,184
1024,F,157
1025,F,142
1026,F,169
1027,F,166
1028,M,189
1029,F,160
1030,M,192
1031,M,170
1032,M,174
1033,M,185
1034,M,189
1035,M,179
1036,M,177
1037,F,158
1038,M,182
1039,F,155
1040,M,177
1041,F,157
1042,M,163
1043,F,165
1044,F,167
1045,F,164
1046,F,165
1047,M,196
1048,F,170
1049,F,167
1050,M,166
1051,F,184
1052,F,167
1053,F,159
1054,F,175
1055,F,149
1056,M,190
1057,M,190
1058,F,154
1059,F,167
1060,F,166
1061,M,193
1062,F,180
1063,F,155
1064,F,166
1065,F,174
1066,M,179
1067,F,159
1068,F,161
1069,F,154
1070,M,182
1071,M,175
1072,M,183
1073,M,190
1074,F,167
1075,M,175
1076,F,165
1077,M,180
1078,M,186
1079,F,155
1080,F,154
1081,F,165
1082,F,160
1083,F,163
1084,F,162
1085,F,158
1086,M,175
1087,M,175
1088,F,160
1089,M,167
1090,M,188
1091,M,181
1092,F,151
1093,M,186
1094,M,161
1095,M,178
1096,M,199
1097,F,159
1098,F,165
1099,M,187
1100,F,129
1101,F,144
1102,F,157
1103,M,172
1104,F,150
1105,M,190
1106,M,170
1107,F,167
1108,M,180
1109,F,175
1110,F,155
1111,F,166
1112,F,155
1113,F,172
1114,M,167
1115,F,149
1116,F,158
1117,M,182
1118,M,172
1119,M,185
1120,F,167
1121,F,152
1122,F,155
1123,F,159
1124,M,175
1125,F,163
1126,F,173
1127,F,173
1128,M,182
1129,F,152
1130,F,154
1131,M,196
1132,F,155
1133,M,164
1134,F,149
1135,F,165
1136,F,166
1137,F,163
1138,F,172
1139,F,152
1140,M,192
1141,M,163
1142,F,151
1143,M,195
1144,M,192
1145,M,170
1146,M,174
1147,M,166
1148,M,189
1149,F,165
1150,F,166
1151,M,185
1152,F,174
1153,M,190
1154,F,140
1155,F,178
1156,M,189
1157,F,151
1158,F,158
1159,M,177
1160,F,157
1161,M,200
1162,M,179
1163,M,168
1164,M,193
1165,M,175
1166,M,198
1167,F,152
1168,F,167
1169,M,196
1170,M,174
1171,F,161
1172,M,175
1173,M,183
1174,M,178
1175,F,138
1176,M,181
1177,F,164
1178,F,158
1179,M,184
1180,F,176
1181,M,188
1182,M,175
1183,F,166
1184,M,191
1185,M,188
1186,F,179
1187,M,176
1188,M,182
1189,F,153
1190,F,159
1191,F,152
1192,F,148
1193,M,186
1194,M,186
1195,F,145
1196,M,185
1197,F,161
1198,F,167
1199,M,182
1200,M,159
1201,M,165
1202,F,160
1203,M,162
1204,F,152
1205,F,159
1206,F,147
1207,M,176
1208,F,169
1209,M,173
1210,F,167
1211,M,186
1212,F,160
1213,M,177
1214,M,187
1215,M,166
1216,F,152
1217,F,170
1218,M,176
1219,F,145
1220,F,149
1221,M,190
1222,M,171
1223,F,157
1224,M,181
1225,F,162
1226,F,157
1227,F,184
1228,M,187
1229,F,174
1230,F,172
1231,F,147
1232,F,170
1233,M,168
1234,F,162
1235,F,175
1236,F,178
1237,M,164
1238,M,185
1239,F,157
1240,F,157
1241,M,162
1242,F,143
1243,M,199
1244,F,177
1245,F,164
1246,F,165
1247,M,170
1248,F,165
1249,F,161
1250,M,176
1251,F,163
1252,M,185
1253,F,171
1254,F,173
1255,M,184
1256,M,183
1257,F,155
1258,F,151
1259,M,192
1260,M,178
1261,M,160
1262,M,185
1263,F,170
1264,M,172
1265,F,174
1266,F,148
1267,F,145
1268,F,185
1269,M,176
1270,M,175
1271,F,163
1272,F,169
1273,M,177
1274,F,162
1275,M,186
1276,F,148
1277,M,188
1278,F,170
1279,F,157
1280,M,175
1281,F,142
1282,F,167
1283,M,182
1284,F,167
1285,F,183
1286,M,178
1287,F,171
1288,M,179
1289,M,160
1290,M,176
1291,F,162
1292,F,156
1293,F,172
1294,M,197
1295,M,179
1296,M,187
1297,M,177
1298,M,178
1299,M,178
1300,M,176
1301,M,171
1302,M,182
1303,M,174
1304,F,169
1305,F,160
1306,M,180
1307,M,181
1308,F,154
1309,F,175
1310,F,171
1311,M,178
1312,F,155
1313,F,151
1314,M,171
1315,M,179
1316,F,151
1317,M,178
1318,M,186
1319,F,161
1320,M,186
1321,M,185
1322,M,176
1323,F,159
1324,F,147
1325,F,167
1326,M,182
1327,F,159
1328,F,152
1329,M,173
1330,F,153
1331,M,173
1332,M,187
1333,F,164
1334,M,190
1335,M,182
1336,F,149
1337,F,185
1338,F,158
1339,F,168
1340,F,140
1341,M,178
1342,F,159
1343,F,153
1344,M,178
1345,F,156
1346,M,182
1347,F,161
1348,F,160
1349,F,154
1350,F,161
1351,M,169
1352,M,178
1353,F,149
1354,M,190
1355,F,169
1356,M,168
1357,F,154
1358,M,174
1359,F,163
1360,M,178
1361,M,190
1362,F,143
1363,F,169
1364,M,185
1365,F,165
1366,M,165
1367,M,182
1368,F,148
1369,M,170
1370,F,147
1371,M,180
1372,M,193
1373,M,189
1374,M,181
1375,F,165
1376,M,171
1377,M,179
1378,F,166
1379,F,172
1380,M,183
1381,M,180
1382,F,165
1383,M,179
1384,M,165
1385,M,182
1386,M,177
1387,M,174
1388,M,177
1389,M,161
1390,F,157
1391,M,168
1392,M,198
1393,M,177
1394,F,156
1395,M,185
1396,M,174
1397,F,170
1398,M,175
1399,F,170
1400,M,185
1401,M,185
1402,F,147
1403,M,180
1404,F,150
1405,M,196
1406,M,183
1407,F,172
1408,F,148
1409,M,194
1410,M,203
1411,F,167
1412,F,156
1413,F,149
1414,M,174
1415,M,186
1416,M,185
1417,M,161
1418,M,172
1419,F,138
1420,F,155
1421,M,171
1422,F,149
1423,M,201
1424,M,181
1425,F,164
1426,M,176
1427,M,181
1428,M,179
1429,F,160
1430,F,148
1431,M,189
1432,M,184
1433,M,183
1434,F,144
1435,M,182
1436,F,153
1437,F,154
1438,F,173
1439,M,179
1440,F,150
1441,F,141
1442,F,171
1443,F,156
1444,M,189
1445,M,188
1446,M,168
1447,M,195
1448,F,156
1449,F,164
1450,F,149
1451,F,161
1452,M,183
1453,F,162
1454,M,170
1455,M,174
1456,F,164
1457,M,160
1458,F,143
1459,M,177
1460,M,179
1461,M,175
1462,F,144
1463,M,180
1464,F,146
1465,F,170
1466,F,159
1467,M,179
1468,F,155
1469,M,191
1470,F,180
1471,F,157
1472,M,177
1473,F,155
1474,F,169
1475,F,167
1476,M,179
1477,F,170
1478,F,167
1479,F,165
1480,M,186
1481,M,196
1482,M,177
1483,F,175
1484,M,169
1485,M,184
1486,M,182
1487,M,190
1488,F,166
1489,M,203
1490,F,154
1491,M,196
1492,M,167
1493,F,161
1494,F,159
1495,F,161
1496,M,168
1497,F,157
1498,F,165
1499,F,160
1500,F,163
1501,M,179
1502,F,177
1503,F,170
1504,F,160
1505,M,159
1506,F,157
1507,F,162
1508,M,187
1509,F,167
1510,M,178
1511,M,184
1512,F,166
1513,M,183
1514,F,149
1515,M,192
1516,F,162
1517,M,178
1518,F,153
1519,F,168
1520,F,162
1521,M,172
1522,F,163
1523,M,171
1524,F,160
1525,F,163
1526,F,177
1527,M,159
1528,F,169
1529,F,158
1530,F,163
1531,F,174
1532,F,150
1533,F,162
1534,F,148
1535,F,174
1536,F,157
1537,F,165
1538,F,163
1539,F,157
1540,M,173
1541,M,179
1542,F,169
1543,F,155
1544,F,170
1545,M,190
1546,M,186
1547,F,168
1548,M,188
1549,M,179
1550,M,175
1551,M,200
1552,M,167
1553,F,154
1554,F,171
1555,M,173
1556,M,197
1557,F,169
1558,F,155
1559,F,154
1560,M,167
1561,M,175
1562,F,174
1563,M,160
1564,F,169
1565,M,194
1566,F,173
1567,F,175
1568,F,150
1569,F,158
1570,M,179
1571,F,163
1572,M,189
1573,F,155
1574,F,154
1575,F,169
1576,F,153
1577,M,176
1578,F,165
1579,M,174
1580,F,174
1581,M,169
1582,F,166
1583,M,182
1584,M,170
1585,M,190
1586,M,174
1587,M,204
1588,M,177
1589,M,173
1590,M,166
1591,M,193
1592,F,173
1593,M,188
1594,F,175
1595,F,157
1596,F,159
1597,F,164
1598,F,152
1599,F,166
1600,F,144
1601,M,181
1602,F,164
1603,M,165
1604,F,157
1605,F,158
1606,M,172
1607,F,160
1608,M,187
1609,M,167
1610,F,148
1611,M,193
1612,F,155
1613,F,159
1614,M,202
1615,M,173
1616,M,187
1617,F,154
1618,M,191
1619,F,165
1620,F,161
1621,F,159
1622,F,137
1623,M,176
1624,F,156
1625,F,149
1626,F,157
1627,F,176
1628,F,168
1629,M,186
1630,F,153
1631,M,162
1632,M,185
1633,F,156
1634,M,156
1635,F,144
1636,F,149
1637,F,161
1638,F,170
1639,F,162
1640,F,157
1641,F,162
1642,M,164
1643,M,186
1644,F,160
1645,M,180
1646,F,141
1647,F,160
1648,F,146
1649,M,186
1650,M,176
1651,M,185
1652,F,166
1653,M,169
1654,F,172
1655,F,162
1656,F,172
1657,F,173
1658,M,193
1659,M,188
1660,M,187
1661,M,192
1662,M,193
1663,F,168
1664,F,170
1665,M,168
1666,F,159
1667,M,192
1668,F,158
1669,F,160
1670,F,159
1671,M,178
1672,F,156
1673,F,163
1674,F,162
1675,F,153
1676,M,174
1677,F,162
1678,M,171
1679,F,161
1680,F,170
1681,F,153
1682,F,168
1683,M,183
1684,M,166
1685,F,162
1686,F,164
1687,F,159
1688,M,200
1689,F,147
1690,M,190
1691,F,150
1692,F,163
1693,M,183
1694,M,179
1695,M,163
1696,M,187
1697,F,154
1698,M,166
1699,M,164
1700,M,192
1701,M,173
1702,M,187
1703,F,173
1704,M,189
1705,M,172
1706,M,181
1707,M,177
1708,F,151
1709,M,184
1710,M,191
1711,M,189
1712,M,179
1713,M,182
1714,M,197
1715,F,177
1716,F,169
1717,M,170
1718,F,171
1719,M,163
1720,M,178
1721,M,192
1722,F,165
1723,M,185
1724,F,179
1725,F,141
1726,F,179
1727,F,151
1728,M,191
1729,F,156
1730,F,159
1731,M,184
1732,M,158
1733,F,160
1734,F,136
1735,F,162
1736,M,189
1737,F,166
1738,F,182
1739,M,176
1740,F,167
1741,F,164
1742,M,179
1743,F,158
1744,M,189
1745,M,176
1746,M,178
1747,M,157
1748,F,140
1749,F,152
1750,F,157
1751,F,156
1752,F,152
1753,F,150
1754,M,163
1755,F,142
1756,M,178
1757,M,185
1758,M,184
1759,F,153
1760,M,170
1761,M,197
1762,F,136
1763,F,168
1764,F,169
1765,F,160
1766,F,172
1767,F,174
1768,F,172
1769,M,169
1770,M,172
1771,F,161
1772,M,163
1773,M,185
1774,F,162
1775,F,159
1776,F,164
1777,M,184
1778,M,178
1779,F,158
1780,F,156
1781,F,190
1782,F,162
1783,M,192
1784,M,172
1785,M,180
1786,M,186
1787,M,173
1788,F,166
1789,M,199
1790,F,158
1791,M,180
1792,F,166
1793,F,175
1794,M,158
1795,F,166
1796,M,185
1797,F,145
1798,F,148
1799,M,174
1800,M,180
1801,M,169
1802,F,177
1803,F,155
1804,F,155
1805,M,164
1806,F,166
1807,F,144
1808,M,183
1809,F,149
1810,F,175
1811,M,169
1812,F,176
1813,M,166
1814,M,190
1815,F,155
1816,M,169
1817,F,152
1818,F,161
1819,F,176
1820,M,192
1821,F,155
1822,M,162
1823,M,182
1824,M,177
1825,F,166
1826,M,195
1827,M,172
1828,F,155
1829,F,141
1830,M,175
1831,F,165
1832,M,174
1833,M,183
1834,F,154
1835,M,184
1836,M,173
1837,F,159
1838,M,174
1839,M,187
1840,M,196
1841,M,188
1842,M,190
1843,M,156
1844,F,174
1845,M,186
1846,M,193
1847,F,162
1848,M,183
1849,M,193
1850,F,160
1851,F,163
1852,M,183
1853,F,154
1854,F,160
1855,F,152
1856,F,164
1857,F,171
1858,M,176
1859,M,176
1860,M,173
1861,M,173
1862,M,177
1863,F,156
1864,F,160
1865,F,139
1866,M,177
1867,F,160
1868,F,182
1869,F,143
1870,M,171
1871,M,185
1872,F,158
1873,F,157
1874,M,176
1875,F,165
1876,M,190
1877,M,176
1878,M,167
1879,M,175
1880,M,184
1881,M,190
1882,M,182
1883,M,182
1884,M,182
1885,M,169
1886,M,197
1887,F,187
1888,M,176
1889,F,175
1890,F,176
1891,M,194
1892,F,164
1893,F,159
1894,M,175
1895,F,166
1896,M,182
1897,F,159
1898,M,174
1899,M,164
1900,M,201
1901,M,185
1902,F,148
1903,F,156
1904,F,160
1905,M,174
1906,M,177
1907,F,162
1908,M,188
1909,M,193
1910,F,166
1911,M,187
1912,M,196
1913,M,186
1914,M,195
1915,F,171
1916,F,160
1917,F,170
1918,F,146
1919,M,176
1920,M,181
1921,M,187
1922,M,188
1923,M,186
1924,F,177
1925,F,155
1926,M,166
1927,F,162
1928,M,193
1929,F,164
1930,M,183
1931,M,193
1932,F,164
1933,F,148
1934,M,177
1935,F,158
1936,M,171
1937,M,164
1938,F,160
1939,M,184
1940,F,170
1941,M,178
1942,M,189
1943,M,189
1944,M,170
1945,F,157
1946,F,134
1947,F,162
1948,F,143
1949,F,171
1950,F,157
1951,F,160
1952,F,161
1953,F,179
1954,M,196
1955,M,179
1956,F,180
1957,M,177
1958,F,158
1959,M,198
1960,M,170
1961,M,176
1962,M,159
1963,M,175
1964,F,138
1965,F,161
1966,M,186
1967,M,172
1968,F,160
1969,M,170
1970,F,165
1971,M,163
1972,F,166
1973,M,176
1974,F,158
1975,F,149
1976,M,182
1977,F,150
1978,M,194
1979,M,166
1980,M,186
1981,F,154
1982,M,176
1983,F,184
1984,F,162
1985,F,146
1986,M,171
1987,F,169
1988,F,182
1989,F,166
1990,M,179
1991,M,181
1992,M,177
1993,F,177
1994,F,155
1995,F,170
1996,M,175
1997,M,184
1998,M,171
1999,M,166
2000,M,185
2001,F,159
2002,M,202
2003,F,155
2004,F,168
2005,F,158
2006,M,183
2007,M,179
2008,F,154
2009,F,163
2010,M,181
2011,F,149
2012,M,178
2013,F,157
2014,M,177
2015,F,178
2016,M,178
2017,F,146
2018,F,167
2019,F,147
2020,M,168
2021,F,153
2022,F,166
2023,F,177
2024,M,175
2025,F,152
2026,F,153
2027,M,173
2028,F,161
2029,M,178
2030,M,179
2031,M,163
2032,F,147
2033,F,162
2034,F,162
2035,M,175
2036,F,170
2037,F,163
2038,F,140
2039,M,177
2040,F,168
2041,M,169
2042,M,170
2043,F,155
2044,F,164
2045,M,168
2046,M,184
2047,M,201
2048,M,200
2049,F,163
2050,M,162
2051,F,160
2052,F,155
2053,M,181
2054,M,185
2055,M,190
2056,M,196
2057,M,181
2058,M,185
2059,F,161
2060,M,176
2061,F,174
2062,M,172
2063,F,151
2064,F,158
2065,F,170
2066,M,195
2067,F,158
2068,F,156
2069,M,179
2070,F,166
2071,F,153
2072,F,147
2073,M,191
2074,F,168
2075,M,184
2076,M,172
2077,M,186
2078,F,172
2079,M,173
2080,F,154
2081,M,195
2082,M,184
2083,M,179
2084,M,182
2085,M,175
2086,F,157
2087,M,183
2088,M,196
2089,M,155
2090,M,198
2091,F,165
2092,M,179
2093,M,189
2094,M,178
2095,M,188
2096,M,179
2097,F,154
2098,F,146
2099,F,153
2100,F,168
2101,M,193
2102,M,178
2103,M,189
2104,M,183
2105,F,140
2106,F,162
2107,F,162
2108,M,175
2109,M,196
2110,M,196
2111,M,192
2112,F,150
2113,F,175
2114,F,161
2115,M,177
2116,F,148
2117,M,173
2118,F,144
2119,F,156
2120,F,164
2121,F,154
2122,F,162
2123,F,161
2124,F,153
2125,M,182
2126,M,196
2127,M,185
2128,F,160
2129,M,181
2130,M,194
2131,M,186
2132,F,170
2133,M,185
2134,F,169
2135,M,177
2136,M,176
2137,M,183
2138,F,151
2139,F,167
2140,M,181
2141,F,149
2142,F,148
